


央视卫视,#genre#
28 AI 智慧賽馬,http://aktv_stream.m16tv.cfd/stream/aktv/28ai/AKTV.m3u8
Channel 5 HD,http://aktv_stream.m16tv.cfd/stream/aktv/channel5hd/AKTV.m3u8
Channel 8 HD,http://aktv_stream.m16tv.cfd/stream/aktv/channel8hd/AKTV.m3u8
Channel U HD,http://aktv_stream.m16tv.cfd/stream/aktv/channeluhd/AKTV.m3u8
myTV SUPER 18台,http://aktv_stream.m16tv.cfd/stream/aktv/mytvsuper18/AKTV.m3u8
PopC,http://aktv_stream.m16tv.cfd/stream/aktv/popc/AKTV.m3u8
ROCK Action,http://aktv_stream.m16tv.cfd/stream/aktv/rockaction/AKTV.m3u8
TVB Plus,http://aktv_stream.m16tv.cfd/stream/aktv/tvbplus/AKTV.m3u8
tvN,http://aktv_stream.m16tv.cfd/stream/aktv/tvn/AKTV.m3u8

体育多线路,#genre#
❗勿相信广告❗,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
⏰04月16日 赛程,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
⚽️22:30乙队🆚甲队--足球,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 1,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS1vbmEwOXN2aDVuYmxvYWguaHRtbA==
原版足球直播 2,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQzMTUxMDAxLmh0bWw=
原版足球直播 3,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDMxNTEwMDEuaHRtbA==
⚽️22:30德黑兰独立🆚高尔高赫--伊朗超,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 4,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS15dDdoOXNoMTM0M200N3EuaHRtbA==
原版足球直播 5,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQzMTU5MjQxLmh0bWw=
原版足球直播 6,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDMxNTkyNDEuaHRtbA==
⚽️23:30迪祖戈斯🆚班加--立陶甲,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 7,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS12NnVvcXNndDBuaGNmNzUuaHRtbA==
原版足球直播 8,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQyOTUxMTQxLmh0bWw=
原版足球直播 9,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDI5NTExNDEuaHRtbA==
⏰04月17日赛程,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
⚽️00:00黑格尔曼	🆚考诺萨基列斯	--立陶甲,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 10,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS1oZnV0eXMwbzN0eWM4NzkuaHRtbA==
原版足球直播 11,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQyOTUxMTUxLmh0bWw=
原版足球直播 12,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDI5NTExNTEuaHRtbA==
⚽️00:00瑞特瑞埃🆚斯奥利埃	--立陶甲,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 13,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS13MmExNXN6dG52eGRvNzYuaHRtbA==
原版足球直播 14,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQyOTUxMTYxLmh0bWw=
原版足球直播 15,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDI5NTExNjEuaHRtbA==
⚽️00:30帕纳瓦兹🆚DFK戴拿瓦--立陶甲,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 16,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS1qYnV4NnNmajg2eXJnYXYuaHRtbA==
原版足球直播 17,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQyOTUxMTcxLmh0bWw=
原版足球直播 18,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDI5NTExNzEuaHRtbA==
⚽️00:30苏杜瓦🆚萨尔基利斯 --立陶甲,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 19,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS15dDdoOXN4NDJ6aWU0N3EuaHRtbA==
原版足球直播 20,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQyOTUxMTgxLmh0bWw=
原版足球直播 21,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDI5NTExODEuaHRtbA==
🏀00:30乙队🆚甲队--篮球,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 22,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS15MTd6OGNpNDFnaHNpdXQuaHRtbA==
原版篮球直播 23,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTM4NDY0NTMyLmh0bWw=
原版篮球直播 24,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItMzg0NjQ1MzIuaHRtbA==
⚽️01:00乙队🆚甲队--足球,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 25,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS10Mzc0eXN5cW44Z3JxYXkuaHRtbA==
原版足球直播 26,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQyNTg5NTMxLmh0bWw=
原版足球直播 27,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDI1ODk1MzEuaHRtbA==
⚽️01:00奥尔堡🆚锡尔克堡--丹超,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
原版足球直播 28,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQzMDg2OTMxLmh0bWw=
原版足球直播 29,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDMwODY5MzEuaHRtbA==
⚽️01:00乙队🆚甲队--足球,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 30,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS1xNjc2M3M2am54YmN5N2IuaHRtbA==
原版足球直播 31,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQyNTg5NTQxLmh0bWw=
原版足球直播 32,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDI1ODk1NDEuaHRtbA==
🏀02:00海德堡🆚开姆尼茨--德甲篮,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 33,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS05cXV2NmM2NGd5eXB3dWguaHRtbA==
原版篮球直播 34,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTM4MjQ3NDAyLmh0bWw=
原版篮球直播 35,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItMzgyNDc0MDIuaHRtbA==
🏀02:00柏林阿尔巴🆚特莱克姆波恩--德甲篮,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 36,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS04dnUyaWM2aGcxNmNqNzMuaHRtbA==
原版篮球直播 37,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTM4MjQ3NDcyLmh0bWw=
原版篮球直播 38,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItMzgyNDc0NzIuaHRtbA==
🏀02:30伦敦雄狮🆚布里斯托尔学院--英超篮,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 39,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS01MjdidGNnM28wdnA0dW8uaHRtbA==
原版篮球直播 40,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTM4NDM2NTgyLmh0bWw=
原版篮球直播 41,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItMzg0MzY1ODIuaHRtbA==
⚽️02:30水晶宫🆚纽卡斯尔联--英超,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
高清足球直播8 42,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cXFsaXZlOC5odG1s
KL直播 43,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS0zNHVxd3NqMTFvNG1vdXkuaHRtbA==
原版足球直播 44,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQxMzk5NjcxLmh0bWw=
原版足球直播 45,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDEzOTk2NzEuaHRtbA==
🏀02:30乙队🆚甲队--篮球,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 46,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS01MjdidGNnM3Rub3M0dW8uaHRtbA==
原版篮球直播 47,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTM4NDY0MzMyLmh0bWw=
原版篮球直播 48,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItMzg0NjQzMzIuaHRtbA==
⚽️03:00阿森纳🆚皇家马德里--欧冠杯,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
高清足球直播9 49,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cXFsaXZlOS5odG1s
高清足球直播10 50,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cXFsaXZlMTAuaHRtbA==
KL直播 51,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS14bnVqNnN2NXF2NW1oYTMuaHRtbA==
原版足球直播 52,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQzMDM2MDcxLmh0bWw=
原版足球直播 53,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDMwMzYwNzEuaHRtbA==
⚽️03:00马达莱纳联🆚阿古拉斯多拉达斯--哥伦甲,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 54,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS1xNjc2M3M2anluaWt5N2IuaHRtbA==
原版足球直播 55,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQyNjc2NDAxLmh0bWw=
原版足球直播 56,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDI2NzY0MDEuaHRtbA==
⚽️03:00拜仁慕尼黑🆚国际米兰--欧冠杯,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
高清足球直播11 57,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cXFsaXZlMTEuaHRtbA==
高清足球直播12 58,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cXFsaXZlMTIuaHRtbA==
KL直播 59,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS1oZnV0eXMwNnFodmU4NzkuaHRtbA==
原版足球直播 60,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQzMDMzOTcxLmh0bWw=
原版足球直播 61,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDMwMzM5NzEuaHRtbA==
⚽️03:00卡巴列羅JLM🆚艾美利亚诺体育--巴拉甲,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 62,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS1vanU5NnNoMmI5dmUxdXguaHRtbA==
原版足球直播 63,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQyNjgwNDUxLmh0bWw=
原版足球直播 64,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDI2ODA0NTEuaHRtbA==
⚽️03:10埃斯蒂特斯卡塞罗斯🆚门多萨独立--阿根廷杯,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 65,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS1mYmFneHNxbmh0OGs0YXguaHRtbA==
原版足球直播 66,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQyNzA4OTgxLmh0bWw=
原版足球直播 67,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDI3MDg5ODEuaHRtbA==
⚽️05:10拉伊奎达德🆚云斯卡尔德斯--哥伦甲,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 68,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS10Yjd5Z3NicTh2NXBxYTAuaHRtbA==
原版足球直播 69,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQyNjc2NTQxLmh0bWw=
原版足球直播 70,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDI2NzY1NDEuaHRtbA==
⚽️05:15马约(PAR)🆚亚松森瓜拉尼--巴拉甲,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 71,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS1xNjc2M3M2anl0Mmx5N2IuaHRtbA==
原版足球直播 72,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQyNjgwNDQxLmh0bWw=
原版足球直播 73,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDI2ODA0NDEuaHRtbA==
⚽️05:30圣保罗🆚博塔弗戈--巴西甲,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 74,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS05cXV2anM0ajVuM2N3N2guaHRtbA==
原版足球直播 75,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQyOTM5MzkxLmh0bWw=
原版足球直播 76,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDI5MzkzOTEuaHRtbA==
⚽️05:35圣塔诺特🆚阿根廷青年人--阿根廷杯,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 77,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS1vbmEwOXM0YmZqdGtvYWguaHRtbA==
原版足球直播 78,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQyNzA5MTUxLmh0bWw=
原版足球直播 79,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDI3MDkxNTEuaHRtbA==
⚽️06:00布拉干蒂诺RB🆚累西腓体育--巴西甲,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 80,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS02M3VmOXNoMTZ2eWNoN28uaHRtbA==
原版足球直播 81,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQyOTM5NDcxLmh0bWw=
原版足球直播 82,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDI5Mzk0NzEuaHRtbA==
⚽️06:00格雷米奥🆚米拉索--巴西甲,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 83,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS02OTc1OXN2eWI0MGRxdTIuaHRtbA==
原版足球直播 84,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQyOTM5NDUxLmh0bWw=
原版足球直播 85,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDI5Mzk0NTEuaHRtbA==
⚽️06:00慕尼斯帕尔利比亚🆚圣塔安娜--哥斯甲	,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 86,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS1mYmFneHNxenE1d200YXguaHRtbA==
原版足球直播 87,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQyNTEzMDQxLmh0bWw=
原版足球直播 88,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDI1MTMwNDEuaHRtbA==
⚽️06:30帕尔梅拉斯🆚巴西国际--巴西甲,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 89,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS0zNHVxd3NqYnE2bnJvdXkuaHRtbA==
原版足球直播 90,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQyOTM5NDQxLmh0bWw=
原版足球直播 91,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDI5Mzk0NDEuaHRtbA==
⚽️06:30弗鲁米嫩塞🆚科林蒂安--巴西甲,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 92,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS01MjdiM3N4eTNqdGw0N28uaHRtbA==
原版足球直播 93,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQyOTM5NDExLmh0bWw=
原版足球直播 94,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDI5Mzk0MTEuaHRtbA==
⚽️07:20茨高🆚国民竞技--哥伦甲,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 95,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS15dDdoOXN4cXRnd2M0N3EuaHRtbA==
原版足球直播 96,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQyNjc2NDYxLmh0bWw=
原版足球直播 97,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDI2NzY0NjEuaHRtbA==
⚽️07:30亚松森奥林匹亚🆚谭贝塔里竞技--巴拉甲,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 98,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS12NnVvcXNnMnhucW1mNzUuaHRtbA==
原版足球直播 99,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQyNjgwNDYxLmh0bWw=
原版足球直播 100,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDI2ODA0NjEuaHRtbA==
🏀07:30公牛🆚热火--NBA,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
高清NBA直播40 101,http://zhibo.feylen.top/fltv/js/yoogather.php?id=aHR0cDovL3d3dy5vemJ0di5jb20vdHYvcXFsaXZlNDAuaHRtbA==
高清NBA直播41 102,http://zhibo.feylen.top/fltv/js/yoogather.php?id=aHR0cDovL3d3dy5vemJ0di5jb20vdHYvcXFsaXZlNDEuaHRtbA==
高清NBA直播70 103,http://zhibo.feylen.top/fltv/js/yoogather.php?id=aHR0cDovL3d3dy5vemJ0di5jb20vdHYvcXFsaXZlNzAuaHRtbA==
高清NBA直播80 104,http://zhibo.feylen.top/fltv/js/yoogather.php?id=aHR0cDovL3d3dy5vemJ0di5jb20vdHYvcXFsaXZlODAuaHRtbA==
⚽️08:10皇家皮拉尔🆚贝尔格拉诺--阿根廷杯,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 105,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS02M3VmOXNoejF2bnBoN28uaHRtbA==
原版足球直播 106,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQyNzA5MTkxLmh0bWw=
原版足球直播 107,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDI3MDkxOTEuaHRtbA==
⚽️08:30福塔雷萨🆚维多利亚--巴西甲,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 108,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS10b3UzM3NmMndnZmw5dXkuaHRtbA==
原版足球直播 109,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQyOTM5NDgxLmh0bWw=
原版足球直播 110,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDI5Mzk0ODEuaHRtbA==
⚽️08:30米内罗竞技🆚桑托斯--巴西甲,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 111,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS04dnUybnNodDN2NHNqNzMuaHRtbA==
原版足球直播 112,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQyOTM5NDYxLmh0bWw=
原版足球直播 113,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDI5Mzk0NjEuaHRtbA==
⚽️08:30尤文图德🆚弗拉门戈--巴西甲,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 114,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS1vbmEwOXM0ZjJqOG1vYWguaHRtbA==
原版足球直播 115,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQyOTM5NDMxLmh0bWw=
原版足球直播 116,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDI5Mzk0MzEuaHRtbA==
